College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life,image
Indian Institute of Management ,Delhi ncr,Law,"6,94,000",--,8.5,8.7,8.6,8.4,8.4,8.6,8.2,/images/Indian_Institute_of_Management.png
"Amity University, Noida ",Delhi ncr,Law,"1,24,000","1,00,000",8.2,8,7.9,8.1,8.9,7.6,8.7,"/images/Amity_University,_Noida.png"
Chaudhary Charan Singh University ,Delhi ncr,Law,"34,505","39,505",6.4,6.6,6.1,7.3,6.6,4.9,6.6,/images/Chaudhary_Charan_Singh_University.png
Fairfield Institute of Management and Technology ,Delhi ncr,Law,"72,900",--,7,7.9,6.4,7.7,6.6,6.2,7.1,/images/Fairfield_Institute_of_Management_and_Technology.png
"INMANTEC Institutions, Ghaziabad ",Delhi ncr,Law,"41,000",--,8.6,9.1,7.9,9.2,8.6,8.2,8.7,"/images/INMANTEC_Institutions,_Ghaziabad.png"
Indira Gandhi National Open University ,Delhi ncr,Law,"8,500","10,800",7.1,7.7,5.7,8.1,7.3,6.3,7.3,/images/Indira_Gandhi_National_Open_University.png
"Arya Post Graduate College, Panipat ",Delhi ncr,Law,"1,200",--,7.8,8.4,6.8,8.8,8,6.3,8.6,"/images/Arya_Post_Graduate_College,_Panipat.png"
"SRM University Delhi NCR, Sonepat ",Delhi ncr,Law,"1,88,250","1,72,250",7.8,8,7.5,7.9,8.1,7.6,7.9,"/images/SRM_University_Delhi_NCR,_Sonepat.png"
"Ramanujan college, New Delhi ",Delhi ncr,Law,"1,250",--,7.9,8.6,6.5,8.4,8.3,7.2,8.3,"/images/Ramanujan_college,_New_Delhi.png"
Shri Ram College Of Law ,Delhi ncr,Law,--,--,7.7,7,--,--,--,--,--,/images/Shri_Ram_College_Of_Law.png
"Gurugram University, Gurgaon ",Delhi ncr,Law,"20,000","20,000",8.2,8.6,7.4,8.4,8.6,8,8.1,"/images/Gurugram_University,_Gurgaon.png"
TERI School of Advanced Studies ,Delhi ncr,Law,"66,000","1,56,000",7.4,7.4,6.7,7.5,7.7,7.6,7.3,/images/TERI_School_of_Advanced_Studies.png
Ideal Institute of Management and Technology & ,Delhi ncr,Law,"55,500",--,6.5,7.4,5.4,7.9,5.3,5.5,7.6,/images/Ideal_Institute_of_Management_and_Technology_&.png
"Andhra University, Dr. B. R. Ambedkar College ",Andhra pradesh,Law,"1,92,065","3,22,720",8.5,9.5,7.5,9.5,8,8,8.5,"/images/Andhra_University,_Dr._B._R._Ambedkar_College.png"
K L University ,Andhra pradesh,Law,"1,45,000","1,55,000",8.3,8.5,7.6,8.3,8.8,8.3,8.2,/images/K_L_University.png
"Sri Venkateswara College of Law, Tirupati ",Andhra pradesh,Law,"32,000","18,000",8.3,--,--,8.8,--,8,8,"/images/Sri_Venkateswara_College_of_Law,_Tirupati.png"
Sri Venkateswara University ,Andhra pradesh,Law,--,--,8.1,7.9,8.3,8.2,7.9,7.7,8.4,/images/Sri_Venkateswara_University.png
"NVP Law College, Visakhapatnam ",Andhra pradesh,Law,"10,600",--,8.5,9,7,9,9,8,9,"/images/NVP_Law_College,_Visakhapatnam.png"
"Daita Sriramulu Hindu College of Law, Machilipatnam ",Andhra pradesh,Law,--,--,--,--,--,--,--,--,--,"/images/Daita_Sriramulu_Hindu_College_of_Law,_Machilipatnam.png"
Acharya Nagarjuna University ,Andhra pradesh,Law,"11,750","37,290",7.3,7.7,7,7.2,8,5.7,8.2,/images/Acharya_Nagarjuna_University.png
"Sri Eshwar Reddy College of Law, Tirupati ",Andhra pradesh,Law,"12,900","12,400",10,--,--,--,--,--,--,"/images/Sri_Eshwar_Reddy_College_of_Law,_Tirupati.png"
Indira Priyadarshini Law College ,Andhra pradesh,Law,"36,000",--,8.3,8.5,8.5,8,8.5,8,8,/images/Indira_Priyadarshini_Law_College.png
"MRVRGR Law College, Vizianagaram ",Andhra pradesh,Law,"11,600",--,9.5,--,--,--,--,--,--,"/images/MRVRGR_Law_College,_Vizianagaram.png"
"KKC College of Law, Puttur ",Andhra pradesh,Law,--,--,8.3,9,8,8.3,9,7.7,8,"/images/KKC_College_of_Law,_Puttur.png"
VIT University ,Andhra pradesh,Law,"1,64,000","43,000",8.2,8.3,7.9,8.3,8.1,8.4,8.1,/images/VIT_University.png
Siddartha Educational Academy Group of Institutions ,Andhra pradesh,Law,--,--,6.2,6.3,4.6,6.9,7.6,5.3,6.4,/images/Siddartha_Educational_Academy_Group_of_Institutions.png
"Anantha College of Law, Tirupati ",Andhra pradesh,Law,"7,605",--,9.2,--,--,--,--,--,--,"/images/Anantha_College_of_Law,_Tirupati.png"
"JC College of Law, Guntur ",Andhra pradesh,Law,"36,000",--,8.3,8.5,8.5,8.5,8,8,8,"/images/JC_College_of_Law,_Guntur.png"
"PS Raju Law College, Kakinada ",Andhra pradesh,Law,--,--,8,9,2,--,--,--,--,"/images/PS_Raju_Law_College,_Kakinada.png"
"Smt Velagapudi Durgamba Siddhartha Law College, Vijayawada ",Andhra pradesh,Law,"1,11,840",--,--,--,--,--,--,--,--,"/images/Smt_Velagapudi_Durgamba_Siddhartha_Law_College,_Vijayawada.png"
Sri Padmavati Mahila Visvavidyalayam ,Andhra pradesh,Law,"1,42,000","6,000",7.6,8.3,7.4,7.8,7.5,6.2,8.1,/images/Sri_Padmavati_Mahila_Visvavidyalayam.png
"Sri R.K.M. Law College, Chittoor ",Andhra pradesh,Law,"30,000","25,000",8.1,--,--,8.3,--,8,8,"/images/Sri_R.K.M._Law_College,_Chittoor.png"
"Veeravalli College of Law, Rajahmundhry ",Andhra pradesh,Law,"15,000","15,000",4,--,--,--,--,--,--,"/images/Veeravalli_College_of_Law,_Rajahmundhry.png"
"Visakha Law College, Visakhapatnam ",Andhra pradesh,Law,--,--,8.7,--,--,8.5,--,8.8,8.8,"/images/Visakha_Law_College,_Visakhapatnam.png"
Andhra University ,Andhra pradesh,Law,"92,396","2,29,548",7.9,8.3,7.1,8.3,7.9,7.4,8.1,/images/Andhra_University.png
Damodaram Sanjivayya National Law University ,Andhra pradesh,Law,"1,55,000","1,80,000",7.9,8.6,6.4,7.9,7.9,8.1,8.3,/images/Damodaram_Sanjivayya_National_Law_University.png
Dr. B. R. Ambedkar University ,Andhra pradesh,Law,--,--,7.7,8.2,7.5,7.8,8.2,6.7,8,/images/Dr._B._R._Ambedkar_University.png
Krishna University ,Andhra pradesh,Law,"12,400",--,7.7,8.3,7.1,8.4,7.3,7.5,7.8,/images/Krishna_University.png
Sri Krishnadevaraya University ,Andhra pradesh,Law,--,--,6.9,6.9,6.6,7.4,6.7,6.4,7.2,/images/Sri_Krishnadevaraya_University.png
"Andhra University, School of Distance Education, Visakhapatnam ",Andhra pradesh,Law,"2,000","9,000",7.9,8.1,7.1,8.4,8,7.6,8.4,"/images/Andhra_University,_School_of_Distance_Education,_Visakhapatnam.png"
"Sri Padmavati Mahila Visvavidyalayam University, Directorate of ",Andhra pradesh,Law,"6,000",--,--,--,--,--,--,--,--,"/images/Sri_Padmavati_Mahila_Visvavidyalayam_University,_Directorate_of.png"
"GITAM School of Law, Visakhapatnam ",Andhra pradesh,Law,"1,05,000","1,05,000",--,--,--,--,--,--,--,"/images/GITAM_School_of_Law,_Visakhapatnam.png"
National Law School of India University ,Karnataka,Law,"1,37,850","1,15,000",8.8,9.1,8.6,9.3,8.1,9.1,8.8,/images/National_Law_School_of_India_University.png
"School of Law, Christ University ",Karnataka,Law,"1,95,000","1,37,000",8.7,9,8.3,7.8,--,--,--,"/images/School_of_Law,_Christ_University.png"
M.S. Ramaiah College of Law ,Karnataka,Law,"9,00,000","8,00,000",7.9,8.4,7.5,8.1,7.8,7.6,8,/images/M.S._Ramaiah_College_of_Law.png
"University College of Law Bangalore University, Bangalore ",Karnataka,Law,"82,000",--,7.6,8.5,6,8.5,7.5,8,7,"/images/University_College_of_Law_Bangalore_University,_Bangalore.png"
"CMR University, School of Legal Studies ",Karnataka,Law,"1,20,000","1,40,000",8.2,8.6,6.6,8.7,7.8,8.7,8.8,"/images/CMR_University,_School_of_Legal_Studies.png"
"SDM Law College Kodialbail, Mangalore ",Karnataka,Law,"29,000","96,000",7.4,7.8,5.4,8.2,6.9,7.6,8.7,"/images/SDM_Law_College_Kodialbail,_Mangalore.png"
"K.L.E. Society's S.A. Manvi Law College, Gadag ",Karnataka,Law,--,--,--,--,--,--,--,--,--,"/images/K.L.E._Society's_S.A._Manvi_Law_College,_Gadag.png"
"KLE Society's Law College, Bangalore ",Karnataka,Law,"7,500","90,000",6.8,6.8,6,7.3,7.2,6.3,7,"/images/KLE_Society's_Law_College,_Bangalore.png"
Bangalore Institute of Legal Studies ,Karnataka,Law,--,--,7.1,7,6.2,8.2,5.2,7.9,7.9,/images/Bangalore_Institute_of_Legal_Studies.png
Vaikunta Baliga College of Law ,Karnataka,Law,"22,140",--,7.5,8.4,6.8,7.8,6.6,7,8.6,/images/Vaikunta_Baliga_College_of_Law.png
"The Oxford College of Law, Bangalore ",Karnataka,Law,"50,000",--,6.8,8,5,8,8,7,5,"/images/The_Oxford_College_of_Law,_Bangalore.png"
"Christ University, Bangalore ",Karnataka,Law,"1,30,000","30,000",8.3,8.5,7.4,8.2,8.9,8.1,8.8,"/images/Christ_University,_Bangalore.png"
Kristu Jayanti College ,Karnataka,Law,"60,000",--,8.4,8.9,7.7,8.4,8.9,8.1,8.5,/images/Kristu_Jayanti_College.png
"JSS Academy of Higher Education & Research, ",Karnataka,Law,--,--,8.2,8.3,7.5,8.6,8.5,8,8,"/images/JSS_Academy_of_Higher_Education_&_Research,.png"
"Alliance University, Bangalore ",Karnataka,Law,"1,50,000","2,00,000",8,8.2,7.2,8.2,8.8,7.6,8,"/images/Alliance_University,_Bangalore.png"
"AJ Aviation Academy, Bangalore ",Karnataka,Law,--,--,--,--,--,--,--,--,--,"/images/AJ_Aviation_Academy,_Bangalore.png"
"Bengaluru Law College, Bangalore ",Karnataka,Law,"2,50,000",--,9.3,9.5,9,9.5,8.5,--,--,"/images/Bengaluru_Law_College,_Bangalore.png"
PES University ,Karnataka,Law,"2,00,000","2,01,050",8,8.5,7.7,8.1,8.1,8.1,7.6,/images/PES_University.png
"Vivekananda Law College, Puttur ",Karnataka,Law,"16,570",--,8.5,--,--,8,--,8.8,8.8,"/images/Vivekananda_Law_College,_Puttur.png"
"University College of Law, Karnatak University, Dharwad ",Karnataka,Law,--,--,--,--,--,--,--,--,--,"/images/University_College_of_Law,_Karnatak_University,_Dharwad.png"
"Al Ameen College of Law, Bangalore ",Karnataka,Law,"55,000",--,8.4,8.3,8.3,8.7,8.7,8,8.5,"/images/Al_Ameen_College_of_Law,_Bangalore.png"
Bishop Cotton Women's Christian Law College ,Karnataka,Law,"3,17,000",--,6.9,7.5,6.5,7.5,6.8,7,5.8,/images/Bishop_Cotton_Women's_Christian_Law_College.png
"Hurakadli Ajja Law College, Dharwad ",Karnataka,Law,"15,000",--,--,--,--,--,--,--,--,"/images/Hurakadli_Ajja_Law_College,_Dharwad.png"
"Vivekananda College of Law, Bangalore ",Karnataka,Law,"2,60,000",--,5.1,6,5.5,5,4.5,4.5,5,"/images/Vivekananda_College_of_Law,_Bangalore.png"
"M Krishna Law College, Hassan ",Karnataka,Law,--,--,--,--,--,--,--,--,--,"/images/M_Krishna_Law_College,_Hassan.png"
"Seshadripuram Law College, Bangalore ",Karnataka,Law,"65,000",--,6.1,8.7,3.5,8,6.3,4.3,6,"/images/Seshadripuram_Law_College,_Bangalore.png"
Vidyavardhaka Law College ,Karnataka,Law,"35,000",--,7.9,9.5,6.5,9,8,6,8.5,/images/Vidyavardhaka_Law_College.png
"PES Law College, Mandya ",Karnataka,Law,"2,00,000",--,--,--,--,--,--,--,--,"/images/PES_Law_College,_Mandya.png"
"Sarada Vilas Law College, Mysore ",Karnataka,Law,"13,456",--,--,--,--,--,--,--,--,"/images/Sarada_Vilas_Law_College,_Mysore.png"
"Azim Premji University, Bangalore ",Karnataka,Law,"90,000",--,8.8,9.8,7.4,9,9,8.8,8.7,"/images/Azim_Premji_University,_Bangalore.png"
NALSAR University of Law ,Telangana,Law,"7,20,000","20,500",8.5,8.7,8,9,8.5,8.4,8.4,/images/NALSAR_University_of_Law.png
"ICFAI Law School, Hyderabad ",Telangana,Law,"1,30,000","12,000",8.4,8.5,8,8.7,8.5,8.1,8.4,"/images/ICFAI_Law_School,_Hyderabad.png"
ICFAI Foundation for Higher Education ,Telangana,Law,"2,60,000","1,30,000",8.2,8.3,7.5,8.1,8.6,7.8,8.9,/images/ICFAI_Foundation_for_Higher_Education.png
"University college of Law, Osmania University, Hyderabad ",Telangana,Law,"2,900","3,000",7.8,8,8,9,7,7,8,"/images/University_college_of_Law,_Osmania_University,_Hyderabad.png"
"Sultan-Ul-Uloom College of Law, Hyderabad ",Telangana,Law,"30,600","35,100",8.3,9,6,9,8,8.7,9,"/images/Sultan-Ul-Uloom_College_of_Law,_Hyderabad.png"
Narsee Monjee Institute of Management Studies ,Telangana,Law,"1,02,000",--,8.8,8.9,8.4,9.2,8.9,8.5,8.9,/images/Narsee_Monjee_Institute_of_Management_Studies.png
Osmania University ,Telangana,Law,"9,890","2,900",7.9,8.3,7.5,8,8,7.7,7.9,/images/Osmania_University.png
Kakatiya University ,Telangana,Law,"4,800","15,220",7.2,7.4,6.8,7.6,7.2,6.8,7.4,/images/Kakatiya_University.png
"Padala Rami Reddy Law College, Hyderabad ",Telangana,Law,--,--,6.7,8.3,2.7,9,7.2,5.7,7.1,"/images/Padala_Rami_Reddy_Law_College,_Hyderabad.png"
Dr. B.R. Ambedkar Open University ,Telangana,Law,"2,500",--,6.7,7.3,5.6,7.8,7.2,5.5,6.8,/images/Dr._B.R._Ambedkar_Open_University.png
"Adarsha Law College, Warangal ",Telangana,Law,--,--,9.5,9.5,9,--,--,--,--,"/images/Adarsha_Law_College,_Warangal.png"
"Manair College of Law, Khammam ",Telangana,Law,"40,520",--,--,--,--,--,--,--,--,"/images/Manair_College_of_Law,_Khammam.png"
Symbiosis International University ,Telangana,Law,"2,80,000",--,8.9,9,8.7,9,8.9,9,8.8,/images/Symbiosis_International_University.png
"Mahindra University, Hyderabad ",Telangana,Law,"70,000",--,8.8,9.1,8.6,9,9.1,7.8,8.9,"/images/Mahindra_University,_Hyderabad.png"
Indian School of Business Management and Administration ,Telangana,Law,"14,900",--,6.9,7.1,6.8,6.8,7.1,6.8,6.7,/images/Indian_School_of_Business_Management_and_Administration.png
"Aurora Group of Institutions, Hyderabad ",Telangana,Law,--,--,6.9,6.9,6.4,8,6.6,6.3,6.9,"/images/Aurora_Group_of_Institutions,_Hyderabad.png"
"College of Law for Women, Hyderabad ",Telangana,Law,--,--,--,--,--,--,--,--,--,"/images/College_of_Law_for_Women,_Hyderabad.png"
Mahatma Gandhi Law College ,Telangana,Law,"70,000","1,40,000",9.5,9.8,--,--,--,--,--,/images/Mahatma_Gandhi_Law_College.png
"Pendekanti Law College, Hyderabad ",Telangana,Law,"80,000","52,000",7.7,8.5,6.5,8.2,7.8,7.2,7.9,"/images/Pendekanti_Law_College,_Hyderabad.png"
Satavahana University ,Telangana,Law,"10,000",--,8,8.2,7.3,7.9,8.2,8.3,7.9,/images/Satavahana_University.png
"Telangana University, Nizamabad ",Telangana,Law,"25,340","13,270",7.5,8,7.1,7.5,7.7,7.2,7.3,"/images/Telangana_University,_Nizamabad.png"
"Kakatiya University, School Of Distance Learning And ",Telangana,Law,"20,000",--,8,8.5,7.8,7.9,8.5,7.6,7.8,"/images/Kakatiya_University,_School_Of_Distance_Learning_And.png"
Symbiosis Law School Hyderabad ,Telangana,Law,"3,10,000","1,50,000",8.3,8.3,8.4,8,8.4,7.9,8.5,/images/Symbiosis_Law_School_Hyderabad.png
"K.V. Ranga Reddy Law College, Hyderabad ",Telangana,Law,--,--,--,--,--,--,--,--,--,"/images/K.V._Ranga_Reddy_Law_College,_Hyderabad.png"
NMIMS School of Law ,Telangana,Law,"1,02,000",--,--,--,--,--,--,--,--,/images/NMIMS_School_of_Law.png
National Law Institute University ,Madhya pradesh,Law,"1,49,500","1,89,500",8.4,8.6,7.9,7.9,9.1,8.5,8.4,/images/National_Law_Institute_University.png
Rabindranath Tagore University ,Madhya pradesh,Law,"90,000","30,000",7.7,8,7.4,7.8,8.6,6.4,7.8,/images/Rabindranath_Tagore_University.png
"Rajeev Gandhi College, Bhopal ",Madhya pradesh,Law,"20,000","30,000",6.7,7,5.9,7.3,7.1,5.6,7.2,"/images/Rajeev_Gandhi_College,_Bhopal.png"
"Amity University, Gwalior ",Madhya pradesh,Law,"64,000","90,000",8.6,8.8,8.5,8.4,9.3,8,8.3,"/images/Amity_University,_Gwalior.png"
"Career College of Law, Bhopal ",Madhya pradesh,Law,"55,000","77,000",--,--,--,--,--,--,--,"/images/Career_College_of_Law,_Bhopal.png"
"Devi Ahilya Vishwavidyalaya, Indore ",Madhya pradesh,Law,"52,600","23,500",7.5,8,6.5,7.8,7.5,7,7.9,"/images/Devi_Ahilya_Vishwavidyalaya,_Indore.png"
Barkatullah University ,Madhya pradesh,Law,"21,000","5,500",6.9,7.3,6.1,7.4,6.9,6,7.5,/images/Barkatullah_University.png
Atal Bihari Vajpayee Hindi Vishwavidyalaya ,Madhya pradesh,Law,"17,250","36,600",7.7,8.3,6.3,8.7,7.3,7.8,7.9,/images/Atal_Bihari_Vajpayee_Hindi_Vishwavidyalaya.png
Awadhesh Pratap Singh University ,Madhya pradesh,Law,"16,000","12,000",7.1,7.9,6.5,8.1,7.2,5.3,7.3,/images/Awadhesh_Pratap_Singh_University.png
Madhya Pradesh Bhoj (Open) University ,Madhya pradesh,Law,"3,612",--,7.8,8.6,7.4,8.7,7.5,7.6,7.2,/images/Madhya_Pradesh_Bhoj_(Open)_University.png
Bonnie foi College ,Madhya pradesh,Law,"35,000",--,--,--,--,--,--,--,--,/images/Bonnie_foi_College.png
Jagran Lakecity University ,Madhya pradesh,Law,"3,75,000","1,00,000",8,8,7.9,7.8,8.6,7.4,8.1,/images/Jagran_Lakecity_University.png
Narsee Monjee Institute of Management Studies -[NMIMS ,Madhya pradesh,Law,"1,27,000",--,8.7,8.4,8.9,9.7,9.2,6.2,9.6,/images/Narsee_Monjee_Institute_of_Management_Studies_-[NMIMS.png
"RKDF University, Bhopal ",Madhya pradesh,Law,"30,000","55,000",7.6,8,7,7.8,8,6.5,8.2,"/images/RKDF_University,_Bhopal.png"
LNCT University ,Madhya pradesh,Law,"33,000",--,9,9,8.8,9.3,8.8,8.9,8.9,/images/LNCT_University.png
"SAGE University, Indore ",Madhya pradesh,Law,"45,000","60,000",8.7,8.7,7.9,8.8,9.2,8.5,9,"/images/SAGE_University,_Indore.png"
Sardar Patel University ,Madhya pradesh,Law,"51,500","66,500",7.9,7.9,7.4,8.4,8,7.7,8,/images/Sardar_Patel_University.png
Oriental University ,Madhya pradesh,Law,"10,000","2,41,775",7.2,7.5,6.7,7.2,7.7,7.1,7.1,/images/Oriental_University.png
Shri Krishna University ,Madhya pradesh,Law,"66,500","36,000",8.1,8.1,7.4,8.3,8.5,8,8,/images/Shri_Krishna_University.png
"People's University, Bhopal ",Madhya pradesh,Law,"60,000","1,00,000",7,6.7,6.6,7.5,7.2,6.6,7.4,"/images/People's_University,_Bhopal.png"
"Swami Vivekanand University, Sagar ",Madhya pradesh,Law,"29,000","22,000",6.3,6.9,5,7,6.4,5.6,6.6,"/images/Swami_Vivekanand_University,_Sagar.png"
Bhabha University ,Madhya pradesh,Law,"38,000",--,9,9.4,8.8,9,9.3,8.7,8.9,/images/Bhabha_University.png
